time;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value;currentTime
30.130000;0.00;69.86;3011.69
30.140000;0.00;69.86;3013.08
30.150000;0.00;69.86;3013.12
30.160000;0.00;69.86;3015.03
30.170000;0.00;69.86;3015.53
30.180000;0.00;69.86;3017.02
30.190000;0.00;69.86;3017.58
30.200000;0.00;69.86;3018.20
30.210000;0.00;69.86;3019.22
30.220000;0.00;69.86;3020.13
30.230000;0.00;69.86;3021.59
30.240000;0.00;69.86;3022.53
30.250000;0.00;69.86;3024.07
30.260000;0.00;69.86;3024.20
30.270000;0.00;69.86;3025.86
30.280000;0.00;69.86;3026.29
30.290000;0.00;69.86;3027.95
30.300000;0.00;69.86;3028.38
30.310000;0.00;69.86;3029.73
30.320000;0.00;69.86;3030.30
30.330000;0.00;69.86;3031.27
30.340000;0.00;69.86;3033.02
30.350000;0.00;69.86;3033.99
30.360000;0.00;69.86;3034.51
30.370000;0.00;69.86;3035.47
30.380000;0.00;69.86;3036.37
30.390000;0.00;69.85;3037.17
30.400000;0.00;69.85;3038.33
30.410000;0.00;69.85;3039.36
30.420000;0.00;69.85;3041.05
30.430000;0.00;69.85;3041.74
30.440000;0.00;69.85;3042.27
30.450000;0.00;69.85;3043.33
30.460000;0.00;69.85;3044.19
30.470000;0.00;69.85;3045.27
30.480000;0.00;69.85;3046.48
30.490000;0.00;69.85;3047.98
30.500000;0.00;69.85;3048.59
30.510000;0.00;69.85;3049.55
30.520000;0.00;69.85;3050.36
30.530000;0.00;69.85;3051.42
30.540000;0.00;69.85;3052.72
30.550000;0.00;69.85;3054.08
30.560000;0.00;69.85;3054.88
30.570000;0.00;69.85;3055.48
30.580000;0.00;69.85;3056.96
30.590000;0.00;69.85;3057.72
30.600000;0.00;69.85;3058.99
30.610000;0.00;69.85;3059.71
30.620000;0.00;69.85;3061.10
30.630000;0.00;69.85;3061.35
30.640000;0.00;69.85;3062.83
30.650000;0.00;69.85;3063.20
30.660000;0.00;69.85;3064.73
30.670000;0.00;69.85;3065.30
30.680000;0.00;69.85;3066.84
30.690000;0.00;69.85;3067.21
30.700000;0.00;69.85;3068.64
30.710000;0.00;69.85;3069.37
30.720000;0.00;69.85;3070.66
30.730000;0.00;69.85;3071.46
30.740000;0.00;69.85;3072.26
30.750000;0.00;69.85;3073.54
30.760000;0.00;69.85;3074.78
30.770000;0.00;69.85;3075.38
30.780000;0.00;69.85;3077.10
30.790000;0.00;69.85;3077.37
30.800000;0.00;69.85;3078.80
30.810000;0.00;69.85;3079.41
30.820000;0.00;69.85;3080.19
30.830000;0.00;69.85;3081.14
30.840000;0.00;69.85;3082.30
30.850000;0.00;69.85;3083.18
30.860000;0.00;69.85;3084.77
30.870000;0.00;69.85;3085.67
30.880000;0.00;69.85;3086.19
30.890000;0.00;69.85;3088.11
30.900000;0.00;69.85;3088.54
30.910000;0.00;69.85;3089.84
30.920000;0.00;69.85;3090.39
30.930000;0.00;69.85;3091.57
30.940000;0.00;69.85;3092.58
30.950000;0.00;69.85;3093.89
30.960000;0.00;69.85;3094.73
30.970000;0.00;69.85;3095.68
30.980000;0.00;69.85;3097.09
30.990000;0.00;69.85;3097.99
31.000000;0.00;69.85;3099.03
31.010000;0.00;69.85;3099.38
31.020000;0.00;69.85;3100.54
31.030000;0.00;69.85;3101.55
31.040000;0.00;69.85;3102.28
31.050000;0.00;69.85;3103.77
31.060000;50.00;70.00;3104.47
31.070000;50.00;70.00;3105.97
31.080000;50.00;70.00;3106.39
31.090000;50.00;70.00;3107.44
31.100000;50.00;70.00;3108.39
31.110000;50.00;70.00;3109.59
31.120000;50.00;70.00;3111.11
31.130000;50.00;70.00;3111.76
31.140000;50.00;70.00;3112.34
31.150000;50.00;70.00;3113.84
31.160000;50.00;70.00;3114.42
31.170000;50.00;70.00;3115.86
31.180000;50.00;70.00;3116.80
31.190000;50.00;70.00;3117.66
31.200000;50.00;70.00;3118.93
31.210000;50.00;70.00;3119.44
31.220000;50.00;70.00;3120.89
31.230000;50.00;70.00;3121.88
31.240000;50.00;70.00;3122.85
31.250000;50.00;70.00;3123.51
31.260000;50.00;70.00;3124.15
31.270000;50.00;70.00;3125.62
31.280000;50.00;70.00;3126.83
31.290000;50.00;70.00;3127.71
31.300000;50.00;70.00;3128.55
31.310000;50.00;70.00;3130.04
31.320000;50.00;70.00;3130.12
31.330000;50.00;70.00;3131.55
31.340000;50.00;70.00;3132.63
31.350000;50.00;70.00;3133.44
31.360000;50.00;70.00;3135.12
31.370000;50.00;70.00;3136.06
31.380000;50.00;70.00;3136.99
31.390000;50.00;70.00;3137.66
31.400000;50.00;70.00;3138.97
31.410000;50.00;70.00;3139.81
31.420000;50.00;70.00;3140.58
31.430000;50.00;70.00;3141.65
31.440000;50.00;70.00;3143.03
31.450000;50.00;70.00;3143.13
31.460000;50.00;70.00;3144.76
31.470000;50.00;70.00;3145.46
31.480000;50.00;70.00;3146.97
31.490000;50.00;70.00;3147.63
31.500000;50.00;70.00;3148.41
31.510000;50.00;70.00;3149.73
31.520000;50.00;70.00;3150.78
31.530000;50.00;70.00;3152.03
31.540000;50.00;70.00;3152.18
31.550000;50.00;70.00;3154.04
31.560000;50.00;69.99;3154.38
31.570000;50.00;69.99;3155.23
31.580000;50.00;69.99;3156.93
31.590000;50.00;69.99;3157.21
31.600000;50.00;69.99;3158.50
31.610000;50.00;69.99;3159.88
31.620000;50.00;69.99;3161.04
31.630000;50.00;69.99;3161.95
31.640000;50.00;69.99;3162.27
31.650000;50.00;69.99;3163.59
31.660000;50.00;69.99;3164.53
31.670000;50.00;69.99;3165.62
31.680000;50.00;69.99;3166.24
31.690000;50.00;69.99;3167.78
31.700000;50.00;69.99;3169.03
31.710000;50.00;69.99;3169.87
31.720000;50.00;69.99;3170.54
31.730000;50.00;69.99;3171.82
31.740000;50.00;69.99;3172.49
31.750000;50.00;69.99;3173.64
31.760000;50.00;69.99;3174.26
31.770000;50.00;69.99;3175.72
31.780000;50.00;69.99;3176.86
31.790000;50.00;69.99;3177.87
31.800000;50.00;69.99;3179.10
31.810000;50.00;69.99;3179.45
31.820000;50.00;69.99;3180.93
31.830000;50.00;69.99;3181.83
31.840000;50.00;69.99;3182.18
31.850000;50.00;69.99;3183.15
31.860000;50.00;69.99;3184.33
31.870000;50.00;69.99;3185.96
31.880000;50.00;69.99;3186.55
31.890000;50.00;69.99;3187.16
31.900000;50.00;69.99;3188.70
31.910000;50.00;69.99;3189.21
31.920000;50.00;69.99;3190.53
31.930000;50.00;69.99;3191.36
31.940000;50.00;69.99;3192.34
31.950000;50.00;69.99;3193.81
31.960000;50.00;69.99;3194.55
31.970000;50.00;69.99;3195.47
31.980000;50.00;69.99;3196.55
31.990000;50.00;69.99;3197.21
32.000000;50.00;69.99;3198.22
32.010000;50.00;69.99;3200.01
32.020000;50.00;69.99;3200.71
32.030000;50.00;69.99;3202.11
32.040000;50.00;69.99;3202.42
32.050000;50.00;69.99;3203.50
32.060000;50.00;69.99;3204.46
32.070000;50.00;69.99;3205.38
32.080000;50.00;69.99;3206.70
32.090000;50.00;69.99;3207.13
32.100000;50.00;69.99;3208.97
32.110000;50.00;69.99;3209.34
32.120000;50.00;69.99;3210.83
32.130000;50.00;69.99;3211.32
32.140000;50.00;69.99;3212.42
32.150000;50.00;69.99;3213.17
32.160000;50.00;69.99;3215.01
32.170000;50.00;69.99;3215.59
32.180000;50.00;69.99;3216.22
32.190000;50.00;69.99;3217.41
32.200000;50.00;69.99;3218.15
32.210000;50.00;69.99;3219.28
32.220000;50.00;69.99;3220.96
32.230000;50.00;69.99;3221.70
32.240000;50.00;69.99;3222.91
32.250000;50.00;69.99;3223.15
32.260000;50.00;69.99;3224.43
32.270000;50.00;69.99;3225.91
32.280000;50.00;69.99;3227.05
32.290000;50.00;69.99;3228.00
32.300000;50.00;69.99;3228.13
32.310000;50.00;69.99;3229.39
32.320000;50.00;69.99;3230.63
32.330000;50.00;69.99;3231.29
32.340000;50.00;69.99;3232.16
32.350000;50.00;69.99;3233.85
32.360000;50.00;69.99;3234.37
32.370000;50.00;69.99;3235.35
32.380000;50.00;69.99;3236.28
32.390000;50.00;69.99;3237.55
32.400000;50.00;69.99;3238.28
32.410000;50.00;69.99;3239.53
32.420000;50.00;69.99;3240.14
32.430000;50.00;69.99;3241.28
32.440000;50.00;69.99;3242.19
32.450000;50.00;69.99;3243.59
32.460000;50.00;69.99;3244.31
32.470000;50.00;69.99;3246.09
32.480000;50.00;69.99;3246.88
32.490000;50.00;69.99;3248.03
32.500000;50.00;69.99;3248.55
32.510000;50.00;69.99;3249.64
32.520000;50.00;69.99;3250.14
32.530000;50.00;69.99;3251.44
32.540000;50.00;69.98;3252.42
32.550000;50.00;69.98;3253.13
32.560000;50.00;69.98;3254.89
32.570000;50.00;69.98;3255.60
32.580000;50.00;69.98;3256.28
32.590000;50.00;69.98;3257.68
32.600000;50.00;69.98;3258.44
32.610000;50.00;69.98;3259.18
32.620000;50.00;69.98;3260.63
32.630000;50.00;69.98;3261.69
32.640000;50.00;69.98;3262.92
32.650000;50.00;69.98;3263.72
32.660000;50.00;69.98;3264.80
32.670000;50.00;69.98;3266.02
32.680000;50.00;69.98;3266.28
32.690000;50.00;69.98;3267.27
32.700000;50.00;69.98;3268.54
32.710000;50.00;69.98;3269.17
32.720000;50.00;69.98;3270.81
32.730000;50.00;69.98;3271.62
32.740000;50.00;69.98;3272.87
32.750000;50.00;69.98;3273.49
32.760000;50.00;69.98;3274.96
32.770000;50.00;69.98;3275.30
32.780000;50.00;69.98;3276.92
32.790000;50.00;69.98;3277.15
32.800000;50.00;69.98;3278.65
32.810000;50.00;69.98;3279.51
32.820000;50.00;69.98;3280.60
32.830000;50.00;69.98;3282.06
32.840000;50.00;69.98;3283.03
32.850000;50.00;69.98;3283.63
32.860000;50.00;69.98;3285.13
32.870000;50.00;69.98;3285.84
32.880000;50.00;69.98;3286.56
32.890000;50.00;69.98;3287.74
32.900000;50.00;69.98;3288.50
32.910000;50.00;69.98;3290.12
32.920000;50.00;69.98;3290.28
32.930000;50.00;69.98;3291.89
32.940000;50.00;69.98;3292.98
32.950000;50.00;69.98;3293.29
32.960000;50.00;69.98;3295.09
32.970000;50.00;69.98;3296.05
32.980000;50.00;69.98;3296.39
32.990000;50.00;69.98;3297.78
33.000000;50.00;69.98;3298.63
33.010000;50.00;69.98;3299.28
33.020000;50.00;69.98;3300.60
33.030000;50.00;69.98;3301.54
33.040000;50.00;69.98;3303.08
33.050000;50.00;69.98;3303.54
33.060000;50.00;69.98;3304.75
33.070000;50.00;69.98;3305.88
33.080000;50.00;69.98;3306.70
33.090000;50.00;69.98;3308.08
33.100000;50.00;69.98;3308.24
33.110000;50.00;69.98;3309.81
33.120000;50.00;69.98;3310.93
33.130000;50.00;69.98;3311.77
33.140000;50.00;69.98;3312.70
33.150000;50.00;69.98;3313.72
33.160000;50.00;69.98;3314.87
33.170000;50.00;69.98;3315.70
33.180000;50.00;69.98;3316.40
33.190000;50.00;69.98;3317.54
33.200000;50.00;69.98;3318.97
33.210000;50.00;69.98;3319.42
33.220000;50.00;69.98;3320.80
33.230000;50.00;69.98;3321.32
33.240000;50.00;69.98;3322.38
33.250000;50.00;69.98;3323.78
33.260000;50.00;69.98;3325.05
33.270000;50.00;69.98;3325.99
33.280000;50.00;69.98;3326.15
33.290000;50.00;69.98;3328.03
33.300000;50.00;69.98;3328.45
33.310000;50.00;69.98;3329.89
33.320000;50.00;69.98;3330.48
33.330000;50.00;69.98;3331.83
33.340000;50.00;69.98;3332.80
33.350000;50.00;69.98;3333.72
33.360000;50.00;69.98;3335.01
33.370000;50.00;69.98;3335.64
33.380000;50.00;69.98;3336.72
33.390000;50.00;69.98;3337.70
33.400000;50.00;69.98;3338.14
33.410000;50.00;69.98;3339.94
33.420000;50.00;69.98;3340.67
33.430000;50.00;69.98;3341.86
33.440000;50.00;69.98;3342.75
33.450000;50.00;69.98;3343.43
33.460000;50.00;69.98;3344.51
33.470000;50.00;69.98;3345.18
33.480000;50.00;69.98;3346.24
33.490000;50.00;69.98;3347.74
33.500000;50.00;69.98;3348.36
33.510000;50.00;69.97;3350.12
33.520000;50.00;69.97;3350.75
33.530000;50.00;69.97;3351.89
33.540000;50.00;69.97;3352.35
33.550000;50.00;69.97;3354.06
33.560000;50.00;69.97;3354.31
33.570000;50.00;69.97;3355.55
33.580000;50.00;69.97;3357.06
33.590000;50.00;69.97;3357.69
33.600000;50.00;69.97;3358.75
33.610000;50.00;69.97;3359.95
33.620000;50.00;69.97;3360.55
33.630000;50.00;69.97;3361.95
33.640000;50.00;69.97;3362.37
33.650000;50.00;69.97;3363.24
33.660000;50.00;69.97;3364.29
33.670000;50.00;69.97;3365.70
33.680000;50.00;69.97;3366.84
33.690000;50.00;69.97;3367.72
33.700000;50.00;69.97;3369.13
33.710000;50.00;69.97;3369.71
33.720000;50.00;69.97;3370.77
33.730000;50.00;69.97;3371.31
33.740000;50.00;69.97;3372.36
33.750000;50.00;69.97;3373.36
33.760000;50.00;69.97;3374.48
33.770000;50.00;69.97;3375.61
33.780000;50.00;69.97;3376.89
33.790000;50.00;69.97;3377.40
33.800000;50.00;69.97;3379.07
33.810000;50.00;69.97;3379.27
33.820000;50.00;69.97;3380.51
33.830000;50.00;69.97;3381.40
33.840000;50.00;69.97;3382.66
33.850000;50.00;69.97;3383.97
33.860000;50.00;69.97;3384.52
33.870000;50.00;69.97;3385.42
33.880000;50.00;69.97;3386.81
33.890000;50.00;69.97;3387.17
33.900000;50.00;69.97;3388.51
33.910000;50.00;69.97;3389.80
33.920000;50.00;69.97;3390.45
33.930000;50.00;69.97;3391.88
33.940000;50.00;69.97;3392.50
33.950000;50.00;69.97;3393.82
33.960000;50.00;69.97;3394.84
33.970000;50.00;69.97;3396.07
33.980000;50.00;69.97;3396.29
33.990000;50.00;69.97;3397.64
34.000000;50.00;69.97;3398.21
34.010000;50.00;69.97;3399.57
34.020000;50.00;69.97;3400.58
34.030000;50.00;69.97;3401.47
34.040000;50.00;69.97;3402.24
34.050000;50.00;69.97;3403.41
34.060000;50.00;69.97;3404.77
34.070000;50.00;69.97;3405.44
34.080000;50.00;69.97;3406.99
34.090000;50.00;69.97;3407.71
34.100000;50.00;69.97;3408.26
34.110000;50.00;69.97;3409.16
34.120000;50.00;69.97;3410.71
34.130000;50.00;69.97;3411.45
34.140000;50.00;69.97;3412.48
34.150000;50.00;69.97;3413.35
34.160000;50.00;69.97;3414.41
34.170000;50.00;69.97;3415.66
34.180000;50.00;69.97;3416.59
34.190000;50.00;69.97;3418.01
34.200000;50.00;69.97;3418.62
34.210000;50.00;69.97;3419.58
34.220000;50.00;69.97;3421.00
34.230000;50.00;69.97;3422.12
34.240000;50.00;69.97;3422.93
34.250000;50.00;69.97;3423.64
34.260000;50.00;69.97;3424.98
34.270000;50.00;69.97;3426.03
34.280000;50.00;69.97;3426.92
34.290000;50.00;69.97;3427.53
34.300000;50.00;69.97;3428.73
34.310000;50.00;69.97;3429.76
34.320000;50.00;69.97;3430.96
34.330000;50.00;69.97;3431.90
34.340000;50.00;69.97;3432.49
34.350000;50.00;69.97;3433.16
34.360000;50.00;69.97;3434.94
34.370000;50.00;69.97;3435.76
34.380000;50.00;69.97;3437.09
34.390000;50.00;69.97;3437.32
34.400000;50.00;69.97;3438.36
34.410000;50.00;69.97;3439.93
34.420000;50.00;69.97;3440.64
34.430000;50.00;69.97;3442.09
34.440000;50.00;69.97;3442.99
34.450000;50.00;69.97;3443.19
34.460000;50.00;69.97;3444.49
34.470000;50.00;69.96;3445.18
34.480000;50.00;69.96;3446.82
34.490000;50.00;69.96;3447.76
34.500000;50.00;69.96;3448.55
34.510000;50.00;69.96;3449.56
34.520000;50.00;69.96;3450.86
34.530000;50.00;69.96;3451.45
34.540000;50.00;69.96;3453.12
34.550000;50.00;69.96;3453.36
34.560000;50.00;69.96;3454.25
34.570000;50.00;69.96;3455.68
34.580000;50.00;69.96;3457.09
34.590000;50.00;69.96;3457.77
34.600000;50.00;69.96;3459.04
34.610000;50.00;69.96;3459.65
34.620000;50.00;69.96;3460.86
34.630000;50.00;69.96;3461.53
34.640000;50.00;69.96;3463.07
34.650000;50.00;69.96;3463.86
34.660000;50.00;69.96;3465.02
34.670000;50.00;69.96;3465.29
34.680000;50.00;69.96;3466.87
34.690000;50.00;69.96;3467.81
34.700000;50.00;69.96;3468.46
34.710000;50.00;69.96;3470.08
34.720000;50.00;69.96;3471.05
34.730000;50.00;69.96;3471.31
34.740000;50.00;69.96;3472.93
34.750000;50.00;69.96;3474.12
34.760000;50.00;69.96;3474.74
34.770000;50.00;69.96;3475.62
34.780000;50.00;69.96;3476.29
34.790000;50.00;69.96;3477.20
34.800000;50.00;69.96;3478.72
34.810000;50.00;69.96;3479.57
34.820000;50.00;69.96;3480.82
34.830000;50.00;69.96;3481.29
34.840000;50.00;69.96;3482.50
34.850000;50.00;69.96;3483.99
34.860000;50.00;69.96;3484.80
34.870000;50.00;69.96;3485.26
34.880000;50.00;69.96;3486.33
34.890000;50.00;69.96;3487.33
34.900000;50.00;69.96;3489.08
34.910000;50.00;69.96;3490.07
34.920000;50.00;69.96;3490.59
34.930000;50.00;69.96;3491.61
34.940000;50.00;69.96;3492.98
34.950000;50.00;69.96;3494.06
34.960000;50.00;69.96;3494.53
34.970000;50.00;69.96;3495.19
34.980000;50.00;69.96;3497.00
34.990000;50.00;69.96;3497.19
35.000000;50.00;69.96;3499.08
35.010000;50.00;69.96;3499.82
35.020000;50.00;69.96;3501.11
35.030000;50.00;69.96;3501.64
35.040000;50.00;69.96;3502.27
35.050000;50.00;69.96;3503.26
35.060000;50.00;69.96;3504.77
35.070000;50.00;69.96;3505.39
35.080000;50.00;69.96;3507.09
35.090000;50.00;69.96;3507.47
35.100000;50.00;69.96;3509.11
35.110000;50.00;69.96;3509.51
35.120000;50.00;69.96;3510.53
35.130000;50.00;69.96;3511.72
35.140000;50.00;69.96;3512.40
35.150000;50.00;69.96;3513.47
35.160000;50.00;69.96;3514.74
35.170000;50.00;69.96;3515.52
35.180000;50.00;69.96;3516.18
35.190000;50.00;69.96;3517.33
35.200000;50.00;69.96;3518.30
35.210000;50.00;69.96;3520.10
35.220000;50.00;69.96;3520.58
35.230000;50.00;69.96;3521.72
35.240000;50.00;69.96;3522.45
35.250000;50.00;69.96;3523.37
35.260000;50.00;69.96;3524.54
35.270000;50.00;69.96;3525.89
35.280000;50.00;69.96;3526.45
35.290000;50.00;69.96;3527.86
35.300000;50.00;69.96;3528.84
35.310000;50.00;69.96;3529.23
35.320000;50.00;69.96;3530.28
35.330000;50.00;69.96;3531.70
35.340000;50.00;69.96;3533.02
35.350000;50.00;69.96;3533.43
35.360000;50.00;69.96;3534.45
35.370000;50.00;69.96;3535.90
35.380000;50.00;69.96;3536.86
35.390000;50.00;69.96;3537.48
35.400000;50.00;69.96;3538.53
35.410000;50.00;69.96;3539.70
35.420000;50.00;69.95;3540.41
35.430000;50.00;69.95;3541.54
35.440000;50.00;69.95;3542.24
35.450000;50.00;69.95;3543.89
35.460000;50.00;69.95;3544.66
35.470000;50.00;69.95;3545.79
35.480000;50.00;69.95;3546.34
35.490000;50.00;69.95;3547.50
35.500000;50.00;69.95;3548.49
35.510000;50.00;69.95;3549.90
35.520000;50.00;69.95;3550.83
35.530000;50.00;69.95;3551.46
35.540000;50.00;69.95;3552.99
35.550000;50.00;69.95;3553.80
35.560000;50.00;69.95;3554.42
35.570000;50.00;69.95;3555.52
35.580000;50.00;69.95;3556.49
35.590000;50.00;69.95;3557.74
35.600000;50.00;69.95;3558.79
35.610000;50.00;69.95;3559.29
35.620000;50.00;69.95;3560.51
35.630000;50.00;69.95;3561.46
35.640000;50.00;69.95;3562.97
35.650000;50.00;69.95;3563.66
35.660000;50.00;69.95;3565.08
35.670000;50.00;69.95;3565.17
35.680000;50.00;69.95;3566.56
35.690000;50.00;69.95;3568.12
35.700000;50.00;69.95;3568.86
35.710000;50.00;69.95;3569.83
35.720000;50.00;69.95;3570.39
35.730000;50.00;69.95;3572.13
35.740000;50.00;69.95;3572.78
35.750000;50.00;69.95;3573.91
35.760000;50.00;69.95;3575.00
35.770000;50.00;69.95;3575.97
35.780000;50.00;69.95;3576.22
35.790000;50.00;69.95;3577.99
35.800000;50.00;69.95;3578.90
35.810000;50.00;69.95;3579.45
35.820000;50.00;69.95;3580.97
35.830000;50.00;69.95;3581.18
35.840000;50.00;69.95;3582.49
35.850000;50.00;69.95;3583.44
35.860000;50.00;69.95;3584.46
35.870000;50.00;69.95;3586.06
35.880000;50.00;69.95;3586.91
35.890000;50.00;69.95;3588.04
35.900000;50.00;69.95;3588.72
35.910000;50.00;69.95;3589.98
35.920000;50.00;69.95;3590.81
35.930000;50.00;69.95;3591.43
35.940000;50.00;69.95;3592.60
35.950000;50.00;69.95;3593.67
35.960000;50.00;69.95;3594.95
35.970000;50.00;69.95;3595.78
35.980000;50.00;69.95;3596.47
35.990000;50.00;69.95;3597.91
36.000000;50.00;69.95;3599.02
36.010000;50.00;69.95;3599.46
36.020000;50.00;69.95;3600.88
36.030000;50.00;69.95;3601.94
36.040000;50.00;69.95;3602.27
36.050000;50.00;69.95;3603.83
36.060000;50.00;69.95;3605.08
36.070000;50.00;69.95;3606.12
36.080000;50.00;69.95;3606.33
36.090000;50.00;69.95;3607.30
36.100000;50.00;69.95;3608.88
36.110000;50.00;69.95;3609.20
36.120000;50.00;69.95;3610.55
36.130000;50.00;69.95;3611.64
36.140000;50.00;69.95;3612.71
36.150000;50.00;69.95;3613.23
36.160000;50.00;69.95;3614.32
36.170000;50.00;69.95;3615.22
36.180000;50.00;69.95;3616.77
36.190000;50.00;69.95;3618.09
36.200000;50.00;69.95;3618.21
36.210000;50.00;69.95;3620.03
36.220000;50.00;69.95;3620.79
36.230000;50.00;69.95;3621.94
36.240000;50.00;69.95;3622.47
36.250000;50.00;69.95;3623.70
36.260000;50.00;69.95;3624.66
36.270000;50.00;69.95;3625.29
36.280000;50.00;69.95;3626.81
36.290000;50.00;69.95;3627.78
36.300000;50.00;69.95;3628.63
36.310000;50.00;69.95;3629.31
36.320000;50.00;69.95;3630.90
36.330000;50.00;69.95;3631.72
36.340000;50.00;69.95;3632.51
36.350000;50.00;69.94;3633.19
36.360000;50.00;69.94;3634.88
36.370000;50.00;69.94;3635.23
36.380000;50.00;69.94;3636.29
36.390000;50.00;69.94;3637.75
36.400000;50.00;69.94;3638.37
36.410000;50.00;69.94;3639.97
36.420000;50.00;69.94;3640.68
36.430000;50.00;69.94;3641.60
36.440000;50.00;69.94;3642.43
36.450000;50.00;69.94;3643.74
36.460000;50.00;69.94;3644.76
36.470000;50.00;69.94;3645.63
36.480000;50.00;69.94;3647.12
36.490000;50.00;69.94;3647.36
36.500000;50.00;69.94;3648.94
36.510000;50.00;69.94;3649.59
36.520000;50.00;69.94;3650.38
36.530000;50.00;69.94;3651.60
36.540000;50.00;69.94;3652.74
36.550000;50.00;69.94;3653.30
36.560000;50.00;69.94;3654.56
36.570000;50.00;69.94;3655.79
36.580000;50.00;69.94;3656.70
36.590000;50.00;69.94;3657.85
36.600000;50.00;69.94;3658.69
36.610000;50.00;69.94;3659.25
36.620000;50.00;69.94;3660.23
36.630000;50.00;69.94;3661.83
36.640000;50.00;69.94;3662.48
36.650000;50.00;69.94;3663.95
36.660000;50.00;69.94;3664.68
36.670000;50.00;69.94;3666.09
36.680000;50.00;69.94;3667.06
36.690000;50.00;69.94;3667.58
36.700000;50.00;69.94;3668.31
36.710000;50.00;69.94;3670.00
36.720000;50.00;69.94;3670.50
36.730000;50.00;69.94;3671.53
36.740000;50.00;69.94;3672.61
36.750000;50.00;69.94;3673.42
36.760000;50.00;69.94;3674.61
36.770000;50.00;69.94;3675.54
36.780000;50.00;69.94;3676.14
36.790000;50.00;69.94;3677.43
36.800000;50.00;69.94;3678.55
36.810000;50.00;69.94;3680.01
36.820000;50.00;69.94;3680.96
36.830000;50.00;69.94;3681.14
36.840000;50.00;69.94;3683.12
36.850000;50.00;69.94;3684.13
36.860000;50.00;69.94;3684.37
36.870000;50.00;69.94;3685.68
36.880000;50.00;69.94;3686.23
36.890000;50.00;69.94;3687.87
36.900000;50.00;69.94;3688.74
36.910000;50.00;69.94;3689.52
36.920000;50.00;69.94;3690.55
36.930000;50.00;69.94;3691.16
36.940000;50.00;69.94;3692.75
36.950000;50.00;69.94;3693.26
36.960000;50.00;69.94;3694.69
36.970000;50.00;69.94;3695.39
36.980000;50.00;69.94;3697.04
36.990000;50.00;69.94;3697.42
37.000000;50.00;69.94;3698.87
37.010000;50.00;69.94;3699.64
37.020000;50.00;69.94;3700.92
37.030000;50.00;69.94;3701.55
37.040000;50.00;69.94;3702.22
37.050000;50.00;69.94;3704.05
37.060000;50.00;69.94;3705.08
37.070000;50.00;69.94;3705.67
37.080000;50.00;69.94;3707.04
37.090000;50.00;69.94;3708.03
37.100000;50.00;69.94;3708.42
37.110000;50.00;69.94;3709.98
37.120000;50.00;69.94;3711.12
37.130000;50.00;69.94;3711.54
37.140000;50.00;69.94;3712.25
37.150000;50.00;69.94;3713.90
37.160000;50.00;69.94;3714.71
37.170000;50.00;69.94;3715.93
37.180000;50.00;69.94;3716.92
37.190000;50.00;69.94;3717.94
37.200000;50.00;69.94;3718.78
37.210000;50.00;69.94;3719.53
37.220000;50.00;69.94;3720.60
37.230000;50.00;69.94;3721.69
37.240000;50.00;69.94;3722.51
37.250000;50.00;69.94;3724.11
37.260000;50.00;69.94;3725.08
37.270000;50.00;69.93;3725.24
37.280000;50.00;69.93;3726.99
37.290000;50.00;69.93;3727.31
37.300000;50.00;69.93;3728.52
37.310000;50.00;69.93;3729.90
37.320000;50.00;69.93;3730.99
37.330000;50.00;69.93;3731.19
37.340000;50.00;69.93;3732.98
37.350000;50.00;69.93;3733.45
37.360000;50.00;69.93;3734.97
37.370000;50.00;69.93;3735.61
37.380000;50.00;69.93;3736.49
37.390000;50.00;69.93;3738.00
37.400000;50.00;69.93;3738.43
37.410000;50.00;69.93;3739.87
37.420000;50.00;69.93;3740.56
37.430000;50.00;69.93;3742.10
37.440000;50.00;69.93;3742.69
37.450000;50.00;69.93;3743.26
37.460000;50.00;69.93;3744.16
37.470000;50.00;69.93;3745.32
37.480000;50.00;69.93;3746.99
37.490000;50.00;69.93;3747.60
37.500000;50.00;69.93;3748.32
37.510000;50.00;69.93;3749.21
37.520000;50.00;69.93;3750.18
37.530000;50.00;69.93;3751.51
37.540000;50.00;69.93;3752.22
37.550000;50.00;69.93;3754.03
37.560000;50.00;69.93;3754.32
37.570000;50.00;69.93;3755.44
37.580000;50.00;69.93;3756.19
37.590000;50.00;69.93;3757.89
37.600000;50.00;69.93;3758.82
37.610000;50.00;69.93;3759.28
37.620000;50.00;69.93;3760.50
37.630000;50.00;69.93;3761.81
37.640000;50.00;69.93;3763.07
37.650000;50.00;69.93;3763.63
37.660000;50.00;69.93;3765.13
37.670000;50.00;69.93;3766.03
37.680000;50.00;69.93;3767.13
37.690000;50.00;69.93;3767.25
37.700000;50.00;69.93;3768.77
37.710000;50.00;69.93;3769.80
37.720000;50.00;69.93;3770.19
37.730000;50.00;69.93;3771.22
37.740000;50.00;69.93;3772.95
37.750000;50.00;69.93;3773.58
37.760000;50.00;69.93;3774.94
37.770000;50.00;69.93;3775.97
37.780000;50.00;69.93;3776.94
37.790000;50.00;69.93;3777.78
37.800000;50.00;69.93;3779.07
37.810000;50.00;69.93;3779.74
37.820000;50.00;69.93;3780.19
37.830000;50.00;69.93;3781.57
37.840000;50.00;69.93;3782.70
37.850000;50.00;69.93;3783.37
37.860000;50.00;69.93;3784.43
