time;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value;currentTime
45.610000;0.00;69.84;4559.99
45.620000;0.00;69.84;4560.43
45.630000;0.00;69.84;4561.32
45.640000;0.00;69.84;4562.66
45.650000;0.00;69.84;4563.81
45.660000;0.00;69.84;4565.01
45.670000;0.00;69.84;4565.61
45.680000;0.00;69.84;4566.80
45.690000;0.00;69.84;4568.03
45.700000;0.00;69.84;4568.70
45.710000;0.00;69.84;4570.12
45.720000;0.00;69.84;4570.24
45.730000;0.00;69.84;4571.88
45.740000;0.00;69.84;4572.95
45.750000;0.00;69.84;4573.78
45.760000;0.00;69.84;4574.84
45.770000;0.00;69.84;4575.32
45.780000;0.00;69.84;4576.83
45.790000;0.00;69.84;4577.30
45.800000;0.00;69.84;4579.15
45.810000;0.00;69.84;4579.27
45.820000;0.00;69.84;4580.49
45.830000;0.00;69.84;4582.17
45.840000;0.00;69.84;4582.96
45.850000;0.00;69.84;4583.79
45.860000;0.00;69.84;4584.71
45.870000;0.00;69.84;4585.60
45.880000;0.00;69.84;4586.30
45.890000;0.00;69.84;4588.10
45.900000;0.00;69.84;4589.04
45.910000;0.00;69.84;4590.13
45.920000;0.00;69.83;4590.88
45.930000;0.00;69.83;4592.13
45.940000;0.00;69.83;4592.71
45.950000;0.00;69.83;4593.34
45.960000;0.00;69.83;4594.51
45.970000;0.00;69.83;4595.39
45.980000;0.00;69.83;4596.56
45.990000;0.00;69.83;4597.96
46.000000;0.00;69.83;4598.71
46.010000;0.00;69.83;4599.25
46.020000;0.00;69.83;4600.24
46.030000;0.00;69.83;4602.06
46.040000;0.00;69.83;4602.61
46.050000;0.00;69.83;4603.73
46.060000;0.00;69.83;4604.64
46.070000;0.00;69.83;4605.82
46.080000;0.00;69.83;4606.50
46.090000;0.00;69.83;4607.66
46.100000;0.00;69.83;4608.19
46.110000;0.00;69.83;4609.41
46.120000;0.00;69.83;4610.56
46.130000;0.00;69.83;4611.65
46.140000;0.00;69.83;4612.37
46.150000;0.00;69.83;4613.90
46.160000;0.00;69.83;4614.26
46.170000;0.00;69.83;4615.89
46.180000;0.00;69.83;4616.64
46.190000;0.00;69.83;4617.93
46.200000;0.00;69.83;4619.06
46.210000;0.00;69.83;4619.21
46.220000;0.00;69.83;4621.02
46.230000;0.00;69.83;4621.52
46.240000;0.00;69.83;4622.86
46.250000;0.00;69.83;4623.27
46.260000;0.00;69.83;4624.94
46.270000;0.00;69.83;4626.05
46.280000;0.00;69.83;4626.31
46.290000;0.00;69.83;4627.74
46.300000;0.00;69.83;4628.20
46.310000;0.00;69.83;4629.87
46.320000;0.00;69.83;4631.04
46.330000;0.00;69.83;4631.31
46.340000;0.00;69.83;4632.81
46.350000;0.00;69.83;4633.44
46.360000;0.00;69.83;4634.27
46.370000;0.00;69.83;4635.61
46.380000;0.00;69.83;4636.59
46.390000;0.00;69.83;4637.74
46.400000;0.00;69.83;4638.85
46.410000;0.00;69.83;4640.11
46.420000;0.00;69.83;4640.73
46.430000;0.00;69.83;4641.34
46.440000;0.00;69.83;4642.78
46.450000;0.00;69.83;4643.49
46.460000;0.00;69.83;4644.53
46.470000;0.00;69.83;4645.70
46.480000;0.00;69.83;4647.15
46.490000;0.00;69.83;4647.59
46.500000;0.00;69.83;4648.63
46.510000;0.00;69.83;4650.03
46.520000;0.00;69.83;4650.58
46.530000;0.00;69.83;4652.08
46.540000;0.00;69.83;4652.69
46.550000;0.00;69.83;4653.45
46.560000;0.00;69.83;4654.37
46.570000;0.00;69.83;4655.72
46.580000;0.00;69.83;4656.64
46.590000;0.00;69.83;4657.33
46.600000;0.00;69.83;4658.36
46.610000;0.00;69.83;4659.43
46.620000;0.00;69.83;4660.24
46.630000;0.00;69.83;4661.54
46.640000;0.00;69.83;4662.99
46.650000;0.00;69.83;4664.11
46.660000;0.00;69.83;4665.09
46.670000;0.00;69.83;4666.15
46.680000;0.00;69.83;4666.87
46.690000;0.00;69.83;4667.54
46.700000;0.00;69.83;4668.27
46.710000;0.00;69.83;4669.59
46.720000;0.00;69.83;4670.30
46.730000;0.00;69.83;4671.21
46.740000;0.00;69.82;4672.99
46.750000;0.00;69.82;4673.85
46.760000;0.00;69.82;4675.07
46.770000;0.00;69.82;4675.70
46.780000;0.00;69.82;4676.92
46.790000;0.00;69.82;4677.36
46.800000;0.00;69.82;4678.93
46.810000;0.00;69.82;4679.25
46.820000;0.00;69.82;4680.99
46.830000;0.00;69.82;4681.99
46.840000;0.00;69.82;4682.30
46.850000;0.00;69.82;4683.34
46.860000;0.00;69.82;4684.89
46.870000;0.00;69.82;4685.23
46.880000;0.00;69.82;4687.00
46.890000;0.00;69.82;4687.68
46.900000;0.00;69.82;4688.66
46.910000;0.00;69.82;4689.31
46.920000;0.00;69.82;4691.00
46.930000;0.00;69.82;4691.60
46.940000;0.00;69.82;4693.06
46.950000;0.00;69.82;4693.43
46.960000;0.00;69.82;4694.40
46.970000;0.00;69.82;4695.89
46.980000;0.00;69.82;4697.00
46.990000;0.00;69.82;4697.90
47.000000;0.00;69.82;4698.98
47.010000;0.00;69.82;4699.63
47.020000;0.00;69.82;4700.67
47.030000;0.00;69.82;4701.48
47.040000;0.00;69.82;4702.53
47.050000;0.00;69.82;4703.80
47.060000;0.00;69.82;4704.76
47.070000;0.00;69.82;4705.44
47.080000;0.00;69.82;4706.46
47.090000;0.00;69.82;4708.11
47.100000;0.00;69.82;4708.95
47.110000;0.00;69.82;4709.55
47.120000;0.00;69.82;4710.69
47.130000;0.00;69.82;4712.01
47.140000;0.00;69.82;4712.23
47.150000;0.00;69.82;4713.55
47.160000;0.00;69.82;4714.67
47.170000;0.00;69.82;4715.47
47.180000;0.00;69.82;4716.94
47.190000;0.00;69.82;4718.09
47.200000;0.00;69.82;4718.71
47.210000;0.00;69.82;4720.07
47.220000;0.00;69.82;4720.82
47.230000;0.00;69.82;4722.01
47.240000;0.00;69.82;4722.73
47.250000;0.00;69.82;4723.83
47.260000;0.00;69.82;4724.97
47.270000;0.00;69.82;4725.28
47.280000;0.00;69.82;4726.50
47.290000;0.00;69.82;4727.61
47.300000;0.00;69.82;4728.58
47.310000;0.00;69.82;4729.53
47.320000;0.00;69.82;4730.66
47.330000;0.00;69.82;4731.95
47.340000;0.00;69.82;4732.78
47.350000;0.00;69.82;4733.27
47.360000;0.00;69.82;4734.51
47.370000;0.00;69.82;4735.53
47.380000;0.00;69.82;4737.04
47.390000;0.00;69.82;4737.90
47.400000;0.00;69.82;4738.85
47.410000;0.00;69.82;4739.71
47.420000;0.00;69.82;4740.88
47.430000;0.00;69.82;4741.65
47.440000;0.00;69.82;4743.00
47.450000;0.00;69.82;4743.25
47.460000;0.00;69.82;4744.54
47.470000;0.00;69.82;4745.94
47.480000;0.00;69.82;4746.20
47.490000;0.00;69.82;4747.43
47.500000;0.00;69.82;4748.62
47.510000;0.00;69.82;4750.11
47.520000;0.00;69.82;4750.41
47.530000;0.00;69.82;4751.92
47.540000;0.00;69.81;4752.26
47.550000;0.00;69.81;4753.88
47.560000;0.00;69.81;4754.29
47.570000;0.00;69.81;4755.33
47.580000;0.00;69.81;4756.88
47.590000;0.00;69.81;4757.85
47.600000;0.00;69.81;4758.68
47.610000;0.00;69.81;4759.60
47.620000;0.00;69.81;4760.60
47.630000;0.00;69.81;4761.86
47.640000;0.00;69.81;4762.77
47.650000;0.00;69.81;4763.94
47.660000;0.00;69.81;4765.18
47.670000;0.00;69.81;4766.16
47.680000;0.00;69.81;4766.73
47.690000;0.00;69.81;4767.79
47.700000;0.00;69.81;4768.29
47.710000;0.00;69.81;4770.00
47.720000;0.00;69.81;4770.66
47.730000;0.00;69.81;4771.28
47.740000;0.00;69.81;4773.18
47.750000;0.00;69.81;4773.22
47.760000;0.00;69.81;4775.02
47.770000;0.00;69.81;4775.21
47.780000;0.00;69.81;4777.14
47.790000;0.00;69.81;4777.44
47.800000;0.00;69.81;4778.47
47.810000;0.00;69.81;4779.77
47.820000;0.00;69.81;4780.85
47.830000;0.00;69.81;4781.39
47.840000;0.00;69.81;4782.44
47.850000;0.00;69.81;4783.56
47.860000;0.00;69.81;4784.19
47.870000;0.00;69.81;4785.49
47.880000;0.00;69.81;4786.77
47.890000;0.00;69.81;4787.61
47.900000;0.00;69.81;4788.46
47.910000;0.00;69.81;4789.23
47.920000;0.00;69.81;4790.23
47.930000;0.00;69.81;4791.46
47.940000;0.00;69.81;4792.72
47.950000;0.00;69.81;4793.79
47.960000;0.00;69.81;4794.61
47.970000;0.00;69.81;4795.64
47.980000;0.00;69.81;4796.92
47.990000;0.00;69.81;4797.93
48.000000;0.00;69.81;4798.28
48.010000;0.00;69.81;4799.98
48.020000;0.00;69.81;4800.82
48.030000;0.00;69.81;4802.09
48.040000;0.00;69.81;4803.01
48.050000;0.00;69.81;4803.53
48.060000;0.00;69.81;4804.51
48.070000;0.00;69.81;4805.34
48.080000;0.00;69.81;4806.34
48.090000;0.00;69.81;4807.70
48.100000;0.00;69.81;4808.96
48.110000;0.00;69.81;4809.98
48.120000;0.00;69.81;4810.89
48.130000;0.00;69.81;4811.31
48.140000;0.00;69.81;4812.81
48.150000;0.00;69.81;4813.74
48.160000;0.00;69.81;4814.79
48.170000;0.00;69.81;4815.79
48.180000;0.00;69.81;4816.36
48.190000;0.00;69.81;4817.59
48.200000;0.00;69.81;4818.31
48.210000;0.00;69.81;4819.23
48.220000;0.00;69.81;4821.15
48.230000;0.00;69.81;4822.09
48.240000;0.00;69.81;4822.66
48.250000;0.00;69.81;4824.16
48.260000;0.00;69.81;4824.66
48.270000;0.00;69.81;4825.23
48.280000;0.00;69.81;4826.57
48.290000;0.00;69.81;4827.74
48.300000;0.00;69.81;4828.73
48.310000;0.00;69.81;4829.90
48.320000;0.00;69.81;4830.72
48.330000;0.00;69.81;4831.28
48.340000;0.00;69.80;4833.09
48.350000;0.00;69.80;4833.95
48.360000;0.00;69.80;4834.54
48.370000;0.00;69.80;4836.09
48.380000;0.00;69.80;4836.62
48.390000;0.00;69.80;4837.86
48.400000;0.00;69.80;4838.96
48.410000;0.00;69.80;4839.34
48.420000;0.00;69.80;4840.38
48.430000;0.00;69.80;4842.07
48.440000;0.00;69.80;4842.99
48.450000;0.00;69.80;4843.29
48.460000;0.00;69.80;4844.69
48.470000;0.00;69.80;4845.32
48.480000;0.00;69.80;4846.78
48.490000;0.00;69.80;4847.22
48.500000;0.00;69.80;4848.39
48.510000;0.00;69.80;4850.18
48.520000;0.00;69.80;4851.17
48.530000;0.00;69.80;4851.38
48.540000;0.00;69.80;4852.92
48.550000;0.00;69.80;4853.47
48.560000;0.00;69.80;4855.11
48.570000;0.00;69.80;4855.25
48.580000;0.00;69.80;4856.38
48.590000;0.00;69.80;4857.93
48.600000;0.00;69.80;4858.60
48.610000;0.00;69.80;4859.38
48.620000;0.00;69.80;4861.09
48.630000;0.00;69.80;4861.36
48.640000;0.00;69.80;4862.68
48.650000;0.00;69.80;4863.63
48.660000;0.00;69.80;4864.28
48.670000;0.00;69.80;4865.99
48.680000;0.00;69.80;4866.95
48.690000;0.00;69.80;4867.20
48.700000;0.00;69.80;4868.89
48.710000;0.00;69.80;4869.85
48.720000;0.00;69.80;4870.45
48.730000;0.00;69.80;4871.25
48.740000;0.00;69.80;4872.28
48.750000;0.00;69.80;4874.17
48.760000;0.00;69.80;4874.95
48.770000;0.00;69.80;4875.22
48.780000;0.00;69.80;4876.23
48.790000;0.00;69.80;4877.63
48.800000;0.00;69.80;4878.75
48.810000;0.00;69.80;4879.69
48.820000;0.00;69.80;4880.68
48.830000;0.00;69.80;4881.89
48.840000;0.00;69.80;4882.89
48.850000;0.00;69.80;4883.79
48.860000;0.00;69.80;4884.59
48.870000;0.00;69.80;4885.26
48.880000;0.00;69.80;4886.72
48.890000;0.00;69.80;4887.85
48.900000;0.00;69.80;4888.63
48.910000;0.00;69.80;4890.08
48.920000;0.00;69.80;4890.39
48.930000;0.00;69.80;4892.01
48.940000;0.00;69.80;4892.70
48.950000;0.00;69.80;4893.24
48.960000;0.00;69.80;4894.84
48.970000;0.00;69.80;4895.24
48.980000;0.00;69.80;4896.89
48.990000;0.00;69.80;4897.80
49.000000;0.00;69.80;4898.49
49.010000;0.00;69.80;4899.48
49.020000;0.00;69.80;4900.30
49.030000;0.00;69.80;4901.43
49.040000;0.00;69.80;4902.91
49.050000;0.00;69.80;4903.75
49.060000;0.00;69.80;4904.72
49.070000;0.00;69.80;4906.11
49.080000;0.00;69.80;4907.04
49.090000;0.00;69.80;4908.10
49.100000;0.00;69.80;4908.33
49.110000;0.00;69.80;4910.04
49.120000;0.00;69.80;4910.24
49.130000;0.00;69.80;4912.06
49.140000;0.00;69.79;4912.40
49.150000;0.00;69.79;4913.89
49.160000;0.00;69.79;4914.57
49.170000;0.00;69.79;4915.57
49.180000;0.00;69.79;4916.84
49.190000;0.00;69.79;4917.44
49.200000;0.00;69.79;4918.64
49.210000;0.00;69.79;4919.97
49.220000;0.00;69.79;4920.52
49.230000;0.00;69.79;4921.66
49.240000;0.00;69.79;4923.09
49.250000;0.00;69.79;4923.51
49.260000;0.00;69.79;4924.86
49.270000;0.00;69.79;4926.17
49.280000;0.00;69.79;4926.63
49.290000;0.00;69.79;4927.35
49.300000;0.00;69.79;4928.21
49.310000;0.00;69.79;4929.79
49.320000;0.00;69.79;4930.29
49.330000;0.00;69.79;4931.29
49.340000;0.00;69.79;4932.32
49.350000;0.00;69.79;4933.77
49.360000;0.00;69.79;4934.44
49.370000;0.00;69.79;4935.30
49.380000;0.00;69.79;4936.28
49.390000;0.00;69.79;4938.07
49.400000;0.00;69.79;4938.43
49.410000;0.00;69.79;4939.76
49.420000;0.00;69.79;4940.48
49.430000;0.00;69.79;4942.14
49.440000;0.00;69.79;4943.11
49.450000;0.00;69.79;4944.15
49.460000;0.00;69.79;4945.09
49.470000;0.00;69.79;4945.45
49.480000;0.00;69.79;4946.86
49.490000;0.00;69.79;4947.40
49.500000;0.00;69.79;4948.41
49.510000;0.00;69.79;4949.30
49.520000;0.00;69.79;4950.34
49.530000;0.00;69.79;4952.13
49.540000;0.00;69.79;4952.67
49.550000;0.00;69.79;4953.38
49.560000;0.00;69.79;4954.48
49.570000;0.00;69.79;4956.01
49.580000;0.00;69.79;4956.88
49.590000;0.00;69.79;4957.22
49.600000;0.00;69.79;4958.93
49.610000;0.00;69.79;4960.11
49.620000;0.00;69.79;4960.93
49.630000;0.00;69.79;4961.87
49.640000;0.00;69.79;4963.17
49.650000;0.00;69.79;4963.65
49.660000;0.00;69.79;4964.98
49.670000;0.00;69.79;4965.77
49.680000;0.00;69.79;4967.09
49.690000;0.00;69.79;4967.36
49.700000;0.00;69.79;4968.25
49.710000;0.00;69.79;4969.71
49.720000;0.00;69.79;4970.86
49.730000;0.00;69.79;4972.01
49.740000;0.00;69.79;4972.41
49.750000;0.00;69.79;4973.59
49.760000;0.00;69.79;4974.78
49.770000;0.00;69.79;4975.48
49.780000;0.00;69.79;4976.94
49.790000;0.00;69.79;4978.05
49.800000;0.00;69.79;4978.82
49.810000;0.00;69.79;4979.91
49.820000;0.00;69.79;4980.29
49.830000;0.00;69.79;4981.52
49.840000;0.00;69.79;4982.95
49.850000;0.00;69.79;4983.58
49.860000;0.00;69.79;4985.08
49.870000;0.00;69.79;4986.03
49.880000;0.00;69.79;4986.72
49.890000;0.00;69.79;4987.76
49.900000;0.00;69.79;4989.12
49.910000;0.00;69.79;4989.49
49.920000;0.00;69.78;4990.85
49.930000;0.00;69.78;4992.01
49.940000;0.00;69.78;4992.76
49.950000;0.00;69.78;4994.15
49.960000;0.00;69.78;4994.47
49.970000;0.00;69.78;4995.90
49.980000;0.00;69.78;4996.71
49.990000;0.00;69.78;4997.62
50.000000;0.00;69.78;4998.35
50.010000;0.00;69.78;4999.83
50.020000;0.00;69.78;5000.75
50.030000;0.00;69.78;5001.51
50.040000;0.00;69.78;5002.65
50.050000;0.00;69.78;5003.33
50.060000;0.00;69.78;5004.70
50.070000;0.00;69.78;5005.83
50.080000;0.00;69.78;5006.68
50.090000;0.00;69.78;5007.77
50.100000;0.00;69.78;5008.53
50.110000;0.00;69.78;5010.03
50.120000;0.00;69.78;5010.22
50.130000;0.00;69.78;5011.74
50.140000;0.00;69.78;5012.64
50.150000;0.00;69.78;5013.31
50.160000;0.00;69.78;5014.89
50.170000;0.00;69.78;5015.34
50.180000;0.00;69.78;5016.42
50.190000;0.00;69.78;5018.08
50.200000;0.00;69.78;5018.90
50.210000;0.00;69.78;5019.70
50.220000;0.00;69.78;5020.23
50.230000;0.00;69.78;5021.69
50.240000;0.00;69.78;5022.28
50.250000;0.00;69.78;5024.19
50.260000;0.00;69.78;5024.48
50.270000;0.00;69.78;5025.45
50.280000;0.00;69.78;5026.80
50.290000;0.00;69.78;5027.46
50.300000;0.00;69.78;5028.51
50.310000;0.00;69.78;5029.26
50.320000;0.00;69.78;5030.24
50.330000;0.00;69.78;5031.44
50.340000;0.00;69.78;5032.46
50.350000;0.00;69.78;5033.78
50.360000;0.00;69.78;5034.78
50.370000;0.00;69.78;5035.57
50.380000;0.00;69.78;5037.00
50.390000;0.00;69.78;5037.31
50.400000;0.00;69.78;5038.73
50.410000;0.00;69.78;5039.69
50.420000;0.00;69.78;5040.62
50.430000;0.00;69.78;5041.88
50.440000;0.00;69.78;5042.96
50.450000;0.00;69.78;5044.10
50.460000;0.00;69.78;5044.62
50.470000;0.00;69.78;5045.57
50.480000;0.00;69.78;5046.93
50.490000;0.00;69.78;5047.27
50.500000;0.00;69.78;5048.40
50.510000;0.00;69.78;5049.61
50.520000;0.00;69.78;5050.59
50.530000;0.00;69.78;5051.87
50.540000;0.00;69.78;5052.63
50.550000;0.00;69.78;5053.92
50.560000;0.00;69.78;5055.02
50.570000;0.00;69.78;5055.40
50.580000;0.00;69.78;5056.77
50.590000;0.00;69.78;5057.43
50.600000;0.00;69.78;5058.80
50.610000;0.00;69.78;5059.39
50.620000;0.00;69.78;5061.01
50.630000;0.00;69.78;5061.89
50.640000;0.00;69.78;5063.06
50.650000;0.00;69.78;5063.84
50.660000;0.00;69.78;5064.48
50.670000;0.00;69.78;5065.26
50.680000;0.00;69.78;5066.29
50.690000;0.00;69.78;5067.44
50.700000;0.00;69.77;5068.88
50.710000;0.00;69.77;5069.61
50.720000;0.00;69.77;5070.68
50.730000;0.00;69.77;5071.94
50.740000;0.00;69.77;5072.34
50.750000;0.00;69.77;5073.78
50.760000;0.00;69.77;5075.17
50.770000;0.00;69.77;5075.91
50.780000;0.00;69.77;5076.35
50.790000;0.00;69.77;5077.42
50.800000;0.00;69.77;5078.32
50.810000;0.00;69.77;5079.87
50.820000;0.00;69.77;5080.60
50.830000;0.00;69.77;5081.35
50.840000;0.00;69.77;5082.81
50.850000;0.00;69.77;5083.70
50.860000;0.00;69.77;5085.00
50.870000;0.00;69.77;5085.86
50.880000;0.00;69.77;5086.63
50.890000;0.00;69.77;5087.33
50.900000;0.00;69.77;5088.61
50.910000;0.00;69.77;5089.74
50.920000;0.00;69.77;5090.68
50.930000;0.00;69.77;5091.36
50.940000;0.00;69.77;5093.01
50.950000;0.00;69.77;5094.12
50.960000;0.00;69.77;5094.70
50.970000;0.00;69.77;5096.07
50.980000;0.00;69.77;5096.88
50.990000;0.00;69.77;5097.95
51.000000;0.00;69.77;5098.34
51.010000;0.00;69.77;5099.40
51.020000;0.00;69.77;5101.09
51.030000;0.00;69.77;5102.18
51.040000;0.00;69.77;5103.01
51.050000;0.00;69.77;5103.64
51.060000;0.00;69.77;5104.79
51.070000;0.00;69.77;5105.45
51.080000;0.00;69.77;5106.30
51.090000;0.00;69.77;5107.90
51.100000;0.00;69.77;5108.71
51.110000;0.00;69.77;5109.50
51.120000;0.00;69.77;5110.74
51.130000;0.00;69.77;5111.86
51.140000;0.00;69.77;5112.50
51.150000;0.00;69.77;5113.95
51.160000;0.00;69.77;5114.25
51.170000;0.00;69.77;5115.32
51.180000;0.00;69.77;5116.77
51.190000;0.00;69.77;5117.43
51.200000;0.00;69.77;5118.95
51.210000;0.00;69.77;5119.69
51.220000;0.00;69.77;5120.31
51.230000;0.00;69.77;5121.20
51.240000;0.00;69.77;5122.32
51.250000;0.00;69.77;5123.88
51.260000;0.00;69.77;5124.24
51.270000;0.00;69.77;5125.70
51.280000;0.00;69.77;5126.31
51.290000;0.00;69.77;5128.08
51.300000;0.00;69.77;5128.43
51.310000;0.00;69.77;5130.04
51.320000;0.00;69.77;5130.85
51.330000;0.00;69.77;5131.53
51.340000;0.00;69.77;5132.91
51.350000;0.00;69.77;5133.64
51.360000;0.00;69.77;5134.38
51.370000;0.00;69.77;5136.14
51.380000;0.00;69.77;5136.81
51.390000;0.00;69.77;5137.86
51.400000;0.00;69.77;5138.91
51.410000;0.00;69.77;5139.95
51.420000;0.00;69.77;5140.80
51.430000;0.00;69.77;5141.34
51.440000;0.00;69.77;5142.87
51.450000;0.00;69.77;5143.94
51.460000;0.00;69.77;5144.70
51.470000;0.00;69.76;5145.71
51.480000;0.00;69.76;5147.00
51.490000;0.00;69.76;5148.02
51.500000;0.00;69.76;5149.14
51.510000;0.00;69.76;5149.33
51.520000;0.00;69.76;5150.78
51.530000;0.00;69.76;5151.56
51.540000;0.00;69.76;5152.85
51.550000;0.00;69.76;5153.47
51.560000;0.00;69.76;5155.07
51.570000;0.00;69.76;5155.68
51.580000;0.00;69.76;5157.04
51.590000;0.00;69.76;5157.76
51.600000;0.00;69.76;5158.81
51.610000;0.00;69.76;5159.89
51.620000;0.00;69.76;5160.63
51.630000;0.00;69.76;5161.26
51.640000;0.00;69.76;5162.51
51.650000;0.00;69.76;5163.51
51.660000;0.00;69.76;5164.95
51.670000;0.00;69.76;5166.12
51.680000;0.00;69.76;5166.95
51.690000;0.00;69.76;5167.33
51.700000;0.00;69.76;5168.32
51.710000;0.00;69.76;5169.94
51.720000;0.00;69.76;5170.22
51.730000;0.00;69.76;5171.37
51.740000;0.00;69.76;5172.21
51.750000;0.00;69.76;5173.86
51.760000;0.00;69.76;5174.29
51.770000;0.00;69.76;5176.01
51.780000;0.00;69.76;5176.28
51.790000;0.00;69.76;5177.53
51.800000;0.00;69.76;5178.54
51.810000;0.00;69.76;5180.07
51.820000;0.00;69.76;5180.87
51.830000;0.00;69.76;5181.79
51.840000;0.00;69.76;5182.70
51.850000;0.00;69.76;5183.87
51.860000;0.00;69.76;5185.07
51.870000;0.00;69.76;5185.41
51.880000;0.00;69.76;5186.56
51.890000;0.00;69.76;5187.73
51.900000;0.00;69.76;5188.88
51.910000;0.00;69.76;5190.08
51.920000;0.00;69.76;5191.05
51.930000;0.00;69.76;5191.91
51.940000;0.00;69.76;5193.10
51.950000;0.00;69.76;5193.54
